SERV_ID,SCORE_1300,SCORE_1301,SCORE_1005,SCORE_1202,SCORE_1200,SCORE_1419,SCORE_1000,SCORE_1101,SCORE_1006,SCORE_1100,SCORE_1105,SCORE_1411,SCORE_1303,SCORE_1011,SCORE_1014,SCORE_1103,SCORE_1201,SCORE_1102,SCORE_1302,SCORE_1012,SCORE_1004,SCORE_1418,SCORE_1002,SCORE_1010,SCORE_1007,SCORE_1407,SCORE_1003,SCORE_1009,SCORE_1400,SCORE_1408
197838,83.96,97.35,98.35,95.38,99.49,87.72,80.38,98.82,76.61,97.86,99.64,72.71,42.03,27.61,64.12,3.57,53.84,54.23,,0.84,0.0,,5.65,,,,0.0,,,
42505,82.14,76.35,90.66,13.07,58.8,58.74,60.05,71.04,91.33,18.01,50.37,99.89,1.43,4.14,98.74,60.82,10.69,,0.77,,,,,,,,,,,
14872,96.3,66.82,75.9,76.8,48.63,87.67,34.34,34.64,28.41,86.03,7.07,69.78,56.15,1.53,65.07,2.85,,,88.52,,,,,,,,,,,
19896,75.73,45.1,33.07,66.45,71.11,98.58,13.08,14.01,79.58,26.63,40.74,11.47,10.22,4.82,13.18,11.86,0.35,,,4.96,,,,,,,,,,
109114,11.94,33.67,33.35,85.15,64.01,89.39,5.91,17.81,29.65,47.64,69.2,51.95,50.82,0.15,,18.49,12.21,,8.46,,,,,,,0.53,,,,
417055,20.79,51.04,22.02,64.3,37.66,53.38,43.86,77.04,41.39,14.27,40.54,67.69,49.32,,63.94,,,,,,,,,,,59.47,,,,
47730,36.85,46.69,46.74,55.77,47.7,74.36,3.35,5.2,6.24,22.26,0.0,29.94,,3.04,,2.27,1.04,,3.88,,0.0,,,,,,,,,
84570,71.97,50.3,59.84,97.86,85.99,65.67,31.6,65.05,57.48,77.78,79.52,99.16,99.91,,0.2,26.76,,,17.92,0.6,,,,,,32.58,,,,
14785,95.78,77.73,60.68,98.04,56.1,38.99,17.98,97.34,31.78,90.75,4.04,99.79,46.75,1.38,53.24,99.24,58.2,13.67,,35.43,,,,,,,,97.99,,
198609,44.97,51.34,48.39,51.93,68.32,90.49,30.01,18.21,81.29,34.03,30.59,42.93,7.43,2.78,21.41,15.76,2.38,,,,,,0.0,,,,5.01,,,
42653,55.03,48.44,93.39,96.14,84.08,94.4,99.99,11.92,47.87,41.63,36.24,70.68,13.23,87.34,,3.57,3.12,99.48,88.17,,,,,,,,,,,
79618,71.05,36.05,81.33,82.42,60.34,95.51,17.98,5.67,84.21,95.8,3.76,70.48,5.19,67.82,10.16,25.1,0.0,,,56.71,,,,,,,,,,
225204,36.81,53.13,38.3,66.87,29.91,23.14,32.94,58.9,3.51,63.46,47.87,42.26,43.15,,46.51,,20.66,0.35,,,,,,,,5.57,,,,
8993,61.37,66.54,22.64,41.26,43.49,66.0,2.41,46.25,9.18,23.5,32.77,69.32,11.87,22.81,,0.53,0.0,,0.0,,0.0,,,,,,,,,
28998,48.19,89.3,78.03,60.22,75.06,77.12,16.84,22.3,38.94,35.74,54.53,95.8,37.14,86.67,53.62,43.29,0.87,,,,,,,,,,,,,
59267,78.92,5.56,63.13,27.83,73.9,98.47,0.2,1.1,23.55,19.92,,81.84,44.84,31.55,0.0,1.61,2.44,,,,3.15,,,,,,,,,
8141,6.18,12.4,5.03,4.03,2.3,5.88,2.65,9.1,7.11,14.46,4.98,,,0.77,,3.73,1.78,,,,,,,,,,,,,
41957,60.85,94.41,91.53,39.43,47.63,39.76,16.35,59.23,36.87,68.47,28.3,67.44,31.66,19.24,4.46,26.36,17.78,7.81,0.0,,16.02,,50.1,,,,,,,
54156,23.0,99.89,83.22,40.23,34.11,48.92,24.95,2.57,53.08,17.61,2.83,87.87,3.12,8.31,0.22,23.22,7.43,0.0,14.68,,0.0,,,,,,,,,
109363,45.53,36.71,18.98,41.1,35.95,71.08,15.24,8.0,4.75,63.39,0.61,79.47,47.68,13.56,60.79,0.89,,0.3,16.06,,,,,,,69.04,,,,
4783,91.38,91.01,88.65,60.09,60.28,53.94,63.18,74.25,20.48,36.9,32.64,65.39,47.64,6.31,46.33,28.7,7.94,0.18,,30.99,,,,,,,,,,
26166,99.93,85.26,99.99,89.9,82.5,81.72,72.24,84.48,41.33,92.65,12.88,20.44,4.05,99.99,94.4,41.46,8.83,,6.11,,,6.98,,,,,,,,
954,49.51,31.51,56.29,99.01,87.79,94.68,2.18,3.64,96.09,72.13,13.54,1.09,8.05,73.73,2.38,35.65,,,,,,,,,,,,,,
7211,59.06,22.59,71.35,92.82,77.45,98.25,10.61,23.94,31.25,64.25,61.46,91.81,9.74,83.46,12.78,3.57,82.52,,,4.32,,,,,85.78,,,,,
113455,98.29,86.48,99.07,97.43,90.16,69.12,2.14,90.9,54.33,96.38,93.06,65.43,71.86,,,2.85,0.39,97.81,23.38,,,,2.05,,,9.79,,,,
55431,1.79,3.52,0.35,2.28,7.92,1.74,0.0,5.39,0.3,0.0,,6.65,46.89,,0.4,,,,,,,,,,,0.0,,62.29,,
67437,58.34,52.21,61.46,33.44,62.7,61.48,1.34,14.1,26.59,71.48,48.22,,3.86,8.67,12.42,2.63,,,,,,,,,,,,,,
3329,13.65,17.59,32.95,18.92,65.56,18.36,99.95,26.84,17.07,31.22,82.7,23.97,7.03,1.38,1.21,8.86,0.18,,2.44,3.66,,,,3.39,,,,,,
100848,13.4,50.11,35.92,85.29,49.86,55.09,39.87,80.16,3.13,68.8,4.04,20.08,78.1,0.79,99.52,25.49,0.3,,1.57,,,0.35,2.33,,,,,,,
41317,57.6,79.67,98.08,66.84,91.7,70.59,99.99,71.55,36.77,61.2,72.75,92.44,3.39,76.16,98.7,85.95,0.39,,47.1,49.56,,,5.15,11.18,,,,,,
19483,91.23,86.84,92.53,99.2,99.51,99.6,54.6,77.76,89.36,85.35,90.83,96.71,75.86,6.44,14.09,43.46,2.53,28.08,5.34,,,0.59,2.11,1.64,,,,,,
31476,85.94,52.78,63.1,30.22,6.77,40.03,1.43,73.58,19.53,65.04,0.19,54.78,1.62,12.35,,6.16,,,,4.62,,,,,,,,,,
412180,2.11,5.91,38.09,89.43,69.82,99.13,26.75,22.6,38.45,24.92,8.74,79.33,32.59,,,,,,,,,,,,,31.7,,,,
74025,17.27,19.22,63.68,20.65,22.98,37.54,18.33,0.41,8.91,4.72,13.98,37.9,,5.49,,1.05,,1.32,,0.55,51.24,10.69,,,,,,,,
82976,19.4,22.35,22.96,52.69,54.25,66.13,31.76,15.1,10.89,20.2,44.27,30.44,47.44,4.31,,2.99,42.86,1.28,10.03,,,,,,,,,,,
176267,32.93,70.37,39.05,75.32,70.73,71.96,8.67,45.82,68.13,35.73,23.56,43.68,21.97,0.74,6.11,3.03,0.3,2.63,,,0.4,,,,,,0.49,,,
93503,56.13,90.06,49.73,66.89,80.09,76.71,42.2,21.87,40.38,29.52,67.37,9.45,23.92,7.63,27.16,19.28,2.81,1.27,1.3,5.87,,0.7,,,,,4.0,,,
29000,86.5,77.21,84.82,87.97,93.85,88.68,68.8,47.07,83.72,17.95,14.56,62.21,43.64,8.63,66.88,14.63,3.4,0.17,0.16,,,,20.07,,,,,,,
121087,52.03,32.72,43.38,17.63,29.99,32.4,5.01,33.7,17.15,33.62,38.99,88.16,11.88,,2.63,23.06,4.6,55.15,0.16,0.17,,,,,,56.8,,,,
112150,77.81,20.93,51.99,38.48,30.53,58.2,9.21,17.55,12.1,46.39,31.03,63.27,30.21,1.02,,1.56,26.34,46.45,,0.88,8.98,12.85,,,,0.0,0.17,,,
56598,44.92,24.48,42.73,70.92,22.92,27.34,30.99,52.18,18.19,58.9,9.43,21.61,45.82,1.38,12.99,65.06,32.8,2.03,25.98,0.53,,,,,,,,,,
66972,36.41,28.07,27.94,84.53,20.34,63.04,13.69,69.77,21.73,17.86,2.95,64.82,69.73,,,,,,,,,,,,,3.99,,,,
57761,30.25,25.64,56.95,63.29,46.89,54.68,49.36,66.14,14.22,24.8,19.06,61.11,44.16,23.96,,5.77,,,,,,,0.33,,,,,,,
46876,11.37,24.97,11.31,24.29,8.23,18.81,28.29,18.63,54.74,8.93,2.31,18.56,13.26,32.92,0.0,1.72,0.19,,,0.45,,,,,,,,,,
81305,8.17,16.56,0.0,3.65,0.0,,,0.6,3.39,0.2,0.2,0.47,0.17,2.82,,1.85,,,,,,,,,,,,,,
59161,27.14,36.24,32.13,63.05,13.57,45.82,40.58,0.2,7.71,25.03,43.61,28.9,43.83,0.3,,0.16,,,,47.38,,6.75,,,,,,,,
109550,85.0,53.94,26.68,63.03,28.09,50.87,0.62,9.15,12.95,62.07,25.9,40.6,9.03,,7.19,0.8,7.43,,4.87,2.91,0.0,,,,,,0.17,,,
31000,,,,0.0,,,,,,,,,0.35,0.3,,,,,,,,,,,,,,,,
40121,40.29,29.82,16.56,23.61,35.48,77.35,0.0,19.54,73.35,55.92,3.22,1.02,26.01,17.3,,10.34,,,,,,0.7,,,,,,,,
257832,89.74,81.08,99.94,44.77,64.47,55.27,65.77,23.79,96.78,50.5,6.44,93.58,1.44,0.6,58.78,49.94,1.57,,,,,,,,,,67.85,,,
81707,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,
262261,4.57,77.84,0.47,55.45,26.7,63.98,0.0,80.31,32.09,78.08,46.73,59.39,26.83,,40.41,,0.0,,,56.38,,,,,,97.96,,,,
39490,39.47,43.19,84.99,70.67,64.91,84.19,44.89,68.28,85.33,42.91,11.22,0.0,79.52,5.95,0.15,19.75,,,,,,,,,,,,,,
54241,43.22,21.11,43.73,8.75,16.25,57.4,,18.71,33.69,21.8,3.03,,17.81,1.82,,0.45,,45.43,,,,,,,,,,,,
24187,17.61,43.5,13.79,86.08,44.79,90.68,6.98,9.79,32.2,14.29,1.44,6.91,1.88,3.27,24.41,3.03,0.35,4.79,,,18.07,,26.28,,,,,,,
201964,1.47,0.35,0.35,0.17,0.17,1.7,0.0,0.0,2.6,,,0.88,0.0,,,,,,,,,,,,,1.22,,,,
1751,67.09,44.37,57.46,58.29,48.16,40.41,87.22,42.65,42.71,71.67,16.97,42.38,55.61,11.6,29.64,0.15,53.57,39.61,3.89,,0.0,,0.15,,,11.44,0.15,,,
265807,65.68,99.6,98.41,99.79,81.38,65.47,72.05,92.02,84.32,99.99,85.65,95.52,72.92,4.39,69.71,33.32,61.64,12.78,15.07,,,,,0.81,,,61.07,,,
39164,23.66,64.74,50.72,96.71,45.93,88.74,76.21,98.27,77.85,59.29,1.67,45.82,38.99,,6.34,,19.58,7.53,,,,,,,19.38,3.78,,,,
15718,53.25,58.56,88.8,54.74,49.14,24.14,99.99,41.83,12.77,26.18,24.2,11.53,1.94,85.54,,3.03,,,3.6,,,56.3,,,,,,,,
39137,37.08,30.79,3.06,45.53,12.47,50.78,4.27,10.59,21.63,5.11,4.31,0.41,1.47,11.64,,0.15,,,,,,0.35,,,,,,,,
51444,95.54,88.94,71.82,88.95,93.08,79.28,91.81,79.79,95.98,80.87,96.71,97.3,39.28,20.43,70.48,20.24,55.59,32.35,7.57,56.26,13.68,,,0.0,,,,0.16,,
20799,19.84,53.04,62.5,22.42,38.03,31.44,6.69,15.05,24.31,21.32,42.71,47.55,9.72,21.49,82.22,5.51,7.89,0.59,,0.94,,,,,,,,,,
85601,91.72,40.02,26.66,24.38,13.12,55.48,0.0,0.0,6.6,17.84,43.21,27.1,14.24,28.71,2.5,36.78,42.22,0.6,,,,,,,,,,,,
88048,83.76,38.32,45.73,45.21,19.34,56.12,93.43,36.38,4.2,62.77,21.61,65.99,1.81,11.03,0.0,1.53,42.82,7.96,,1.15,,1.79,,,,,41.65,,,
12003,76.7,21.6,85.05,64.34,72.95,65.72,68.2,18.4,61.39,48.15,98.49,81.76,60.56,56.09,10.08,18.04,,7.01,,0.0,,,,,,15.87,,,,
51327,4.46,27.89,32.64,26.4,65.13,50.04,5.44,20.6,14.73,12.62,0.81,0.0,0.0,73.8,2.55,3.14,,,,,,,,,,,,,,
246383,2.22,2.34,1.41,26.6,5.8,34.69,0.0,72.62,5.06,3.28,,14.59,2.57,,,,,,,,,,,,,44.3,,,,
896,33.71,49.53,28.18,36.72,14.19,13.0,10.83,47.31,5.79,34.95,12.25,8.17,7.82,55.37,26.26,5.7,1.04,,,,,,,,,,,,,
171067,53.98,46.18,2.45,92.7,34.28,41.56,57.04,16.29,26.76,97.63,1.41,92.12,59.05,,,3.57,43.42,0.19,,0.0,,,,,,34.42,,,,
302204,3.16,1.36,6.15,5.74,2.14,4.24,16.68,11.33,23.87,10.16,,5.46,2.78,,,,,,,,,30.51,,,,4.73,,,,
80253,92.52,46.77,49.39,70.27,23.22,74.47,0.39,71.23,16.06,39.17,23.37,97.39,39.7,26.94,,0.17,,1.28,,13.48,0.0,,,,1.25,,,,,
54990,28.97,21.0,50.12,39.99,16.21,35.9,0.68,18.57,0.82,4.36,26.51,26.7,0.81,77.33,1.17,11.96,0.16,6.88,,,,,,,,,,,,
77178,2.24,40.71,15.4,53.65,13.48,58.19,1.6,27.47,25.45,17.41,2.21,34.88,0.89,40.8,,0.16,,0.19,,,0.15,,,,,,,,,
9623,36.26,7.67,40.62,37.6,24.52,78.21,30.37,5.97,13.75,13.25,16.11,63.74,4.44,16.35,,,4.18,,,,1.29,,,,0.17,8.65,,,,
13248,82.62,84.01,66.46,64.01,89.17,62.75,56.32,71.88,59.8,50.84,97.13,98.95,41.24,9.35,75.65,14.99,38.17,23.22,12.73,40.48,0.76,,,,,,,,,
12673,36.25,75.18,99.99,63.11,76.48,60.2,72.42,14.91,56.04,42.73,96.79,86.45,7.61,33.23,,33.09,9.75,,8.86,,,,,,,,,,,
81488,0.0,0.0,,0.0,,,,,,,,,,,1.53,0.15,,,,,,,,,,,,,,
14793,16.3,33.11,59.62,97.75,97.83,90.55,5.28,22.63,80.77,43.81,88.25,13.74,2.24,6.54,16.11,7.5,0.16,,0.41,0.4,,,,,,,,,,
36359,26.65,53.44,29.63,64.37,48.93,58.13,0.0,56.86,31.4,32.56,0.77,2.6,1.16,8.78,,2.66,1.89,0.16,,,3.03,,,,,,,,,
3097,65.97,99.96,99.99,26.15,69.57,49.1,33.53,46.43,50.58,74.65,50.35,16.21,25.94,99.63,98.97,7.24,1.0,,,,,,,,,,,,,
123356,33.13,56.68,14.22,95.91,71.66,66.69,71.11,83.27,17.31,84.48,4.51,99.55,71.19,2.47,0.17,3.03,92.44,,,2.45,90.72,,,,,13.11,,,,
40862,71.6,64.74,33.22,10.26,15.58,62.88,2.08,10.19,27.01,11.78,18.85,2.26,30.67,15.47,,69.15,,,,,,,,,,,,,,
33493,81.99,70.74,97.06,91.42,97.64,98.29,37.95,63.98,91.43,34.33,59.49,94.26,3.73,89.3,79.08,59.17,0.0,,,,32.03,,,,,,,,,
34084,58.15,80.59,99.73,98.55,98.02,98.3,63.73,57.56,98.44,56.11,90.39,98.78,12.0,3.58,9.42,23.36,3.93,,,,,,,,,,,,,
55966,41.14,0.2,29.07,35.16,45.3,69.1,3.42,11.45,4.95,9.98,7.41,1.94,,15.35,0.45,13.21,14.87,0.0,3.2,,,,,,,,,,,
44971,31.3,31.7,21.84,30.73,47.48,32.38,50.03,17.3,25.58,4.68,28.64,6.04,2.69,97.23,56.21,23.2,1.86,69.28,13.53,,,,,,,,,,,
107275,46.94,20.16,0.2,46.59,33.32,88.07,34.17,30.72,25.63,75.71,0.4,60.03,37.28,,28.5,,0.17,,11.24,,,,,,,21.24,,,,
82581,0.0,,,,,,,,,,,,,,,40.84,,,,,,,,,,,,,,
94702,99.01,96.86,70.67,22.97,35.71,78.62,0.19,11.64,2.4,8.34,71.2,59.24,60.43,0.74,0.19,16.55,41.75,,27.86,,,,,,,,,,,
18771,1.03,18.0,12.92,3.19,12.62,5.85,4.82,11.34,0.8,0.41,31.01,8.95,37.77,6.27,3.18,5.84,,,,0.0,,,,,,,,,,
256597,12.43,33.78,1.64,63.39,15.05,65.53,4.7,56.4,31.67,27.99,0.35,24.38,23.6,,13.88,,,,,,,,,,,85.99,,,,
33163,24.94,10.49,42.85,54.21,56.72,65.21,42.93,23.55,97.76,25.31,8.16,1.71,0.0,47.27,70.19,23.61,,,,,,21.69,,,,,,,,
98947,0.0,0.99,0.0,0.3,10.54,4.17,0.0,5.23,0.15,0.18,,,,0.0,,0.59,,,,,,,,,,,,,,
208994,80.49,90.42,58.6,86.5,63.25,57.71,32.19,89.73,47.77,90.99,72.9,80.84,80.81,4.83,60.58,41.18,90.94,90.63,6.56,0.33,1.09,,,,,,3.62,,,
158534,18.17,5.11,58.89,27.01,13.65,67.63,2.84,3.63,13.09,8.17,3.01,39.77,12.72,,1.45,,0.0,26.35,,,,,,0.97,,7.05,,,,
22443,89.24,73.18,91.97,98.1,80.77,79.61,53.74,52.65,65.63,86.08,36.22,96.41,97.4,1.44,,49.76,4.05,,14.21,,,0.7,,,,,,,,
8606,80.27,60.1,69.75,53.94,77.76,42.79,23.93,6.16,50.13,19.5,90.44,31.75,8.99,95.8,2.51,8.42,10.22,3.21,3.89,,,,,,,,,,,
63614,25.74,46.61,31.27,93.25,92.1,65.28,93.95,50.84,99.99,42.09,28.69,99.99,43.22,48.14,0.41,71.92,,,,,,,,,,,,,,
5331,76.14,66.19,65.02,74.99,69.41,73.65,55.12,14.86,59.62,75.74,33.69,22.97,4.61,72.36,40.21,3.21,8.45,,5.5,16.09,6.85,,,,,,,,,
74266,82.03,86.48,29.46,42.65,82.34,75.67,0.45,0.2,21.93,3.9,37.83,41.21,3.14,0.33,,6.36,0.0,19.25,,37.21,,,0.3,,0.0,,,,,
101203,82.58,49.77,36.66,75.61,47.33,58.85,10.09,15.61,12.84,16.58,0.62,62.83,58.99,15.98,,0.16,37.02,,5.47,,,,,,,,0.55,,,
14518,48.3,60.93,70.73,84.41,44.48,37.81,60.89,36.62,19.99,10.34,2.1,64.85,12.1,3.28,89.75,4.33,94.78,,6.94,0.3,13.69,,,,,,0.49,,,
85689,94.61,68.53,99.8,86.15,90.83,94.06,96.87,47.55,61.09,47.34,26.16,96.59,11.22,44.13,,11.11,0.0,,0.45,,,0.59,,,,,,,,
45018,82.47,47.72,76.84,49.94,78.29,83.91,86.53,29.86,95.16,21.81,63.13,16.18,87.94,14.38,52.64,0.49,4.86,,,,25.95,1.29,,,,,,,,
38777,46.06,71.5,27.16,11.12,45.75,14.06,7.09,39.79,1.83,16.09,12.82,14.87,1.05,20.23,10.26,0.16,1.18,14.79,0.3,,18.02,,,,,,,,,
24011,94.6,49.6,51.5,53.24,36.37,24.4,39.83,12.81,26.45,32.0,39.84,65.19,7.67,6.81,,41.53,17.14,1.25,0.0,,,,,0.47,,,,,,
467456,18.53,15.09,21.82,82.63,29.57,86.86,6.46,83.36,13.39,57.97,28.37,42.96,16.9,,,,3.09,,,0.75,5.26,,,,,22.15,,,,
243638,11.59,28.06,4.11,56.81,22.19,69.88,42.41,14.81,46.71,1.54,17.81,26.18,0.17,,,,,,,,,,,,,79.4,,,,
41174,39.13,49.26,65.24,94.7,84.66,55.66,60.72,92.65,89.76,72.14,34.22,12.34,,2.32,86.55,0.17,,,,,,,,,,,,,,
13544,21.0,39.21,56.25,48.16,24.92,36.53,13.87,57.04,32.78,34.44,1.81,5.94,93.41,0.7,35.59,47.17,4.97,0.15,0.15,,,2.38,,,,,,,,
11644,20.13,39.4,53.61,40.3,53.38,77.69,0.19,9.25,21.56,11.85,0.47,37.58,3.99,15.09,,0.17,,,0.16,8.83,,,,,42.79,,,,,
16894,32.88,14.1,81.72,39.71,31.87,31.68,8.49,4.17,44.66,14.54,6.14,62.78,41.95,2.86,,3.87,14.76,,,,,,,,,,,,,
7286,38.29,51.74,9.03,43.74,31.28,50.48,8.97,10.3,20.07,2.6,3.6,62.23,0.0,22.77,,4.97,,,,,,,,,,,,,,
13056,55.79,45.71,5.77,31.77,50.39,53.65,0.0,0.4,9.77,18.69,26.37,75.24,3.9,3.87,,2.98,,,,99.43,,,,,,,,,,
72496,6.39,1.09,5.88,4.59,16.35,43.39,0.0,0.17,3.37,10.52,,62.17,,7.84,,,,,,,0.0,,,,,77.93,,,,
35343,99.46,72.67,100.0,50.86,65.03,80.49,10.11,61.23,94.55,54.33,27.64,4.01,36.74,75.66,,42.75,2.65,1.72,,,5.65,1.18,,,,,,,,
17400,29.94,25.59,23.31,51.39,59.2,28.37,19.48,39.82,12.03,16.65,4.63,13.34,16.11,1.17,15.61,,5.66,,,,,,,,,0.0,,,,
77393,42.59,35.06,9.36,54.5,38.93,43.97,27.32,11.67,7.02,16.52,0.0,32.53,46.13,6.92,,0.15,,,,,,,,,,0.38,,,,
163525,72.04,97.58,93.75,81.94,86.51,74.39,34.54,74.12,44.46,84.88,19.43,99.52,42.79,14.72,65.69,49.98,8.71,99.99,17.08,,,,0.87,33.24,,,3.31,,,
23051,63.97,11.73,33.57,54.89,79.72,73.57,61.68,0.0,60.63,22.36,,,0.77,15.93,,10.87,,,,,,,,,,,,,,
45282,54.71,53.44,62.25,99.47,75.68,66.97,70.78,98.47,48.46,98.26,44.02,82.0,91.31,29.94,14.83,52.0,1.74,26.92,,4.14,0.0,,5.67,,,,,,,
219785,95.99,99.84,90.45,98.38,78.17,67.16,88.0,90.57,29.77,95.37,49.89,97.01,99.32,15.47,83.85,0.59,99.42,11.19,42.27,,,3.31,0.0,,,,3.39,,,
49665,64.77,98.09,65.09,99.7,57.18,36.11,57.21,83.15,63.49,96.9,74.25,55.97,52.55,5.14,5.7,25.78,66.07,2.74,0.8,,,,,,,,,,,
1487,12.61,51.16,61.12,90.65,63.15,94.21,38.59,40.13,79.07,24.68,12.84,92.79,27.78,39.41,,3.57,,,,,0.0,,,,,,,,,
73490,34.34,20.29,16.63,24.98,13.94,46.46,44.04,46.19,24.68,22.91,7.73,27.69,51.59,11.98,87.31,8.27,0.0,,,,,0.7,,,,,,,,
11179,80.14,91.08,74.76,82.83,73.31,77.37,39.73,78.82,91.95,42.98,62.09,79.37,13.34,59.23,,22.62,1.29,0.0,0.0,,78.89,2.79,,,,,,,,
338804,2.57,3.26,10.61,12.59,17.42,15.82,1.17,1.85,42.0,4.65,,1.28,19.37,,,,,,,,,,,,,4.38,,,,
28332,69.29,2.96,52.27,30.73,31.65,84.09,44.02,2.63,13.3,0.0,0.3,,,12.21,,4.72,,,,,,,,,,,,0.0,,
84167,41.56,74.29,37.27,71.9,68.7,82.03,74.22,42.92,24.34,46.41,21.02,53.45,21.77,21.52,,1.58,,0.0,0.35,,,,,,,,,,,
31455,66.32,11.42,3.66,21.75,35.34,25.53,0.2,2.39,7.64,1.42,4.36,14.28,9.57,6.08,5.71,1.05,,,,,,,,,,,,,,
224685,99.24,68.03,97.99,98.32,77.93,78.92,46.26,89.97,68.19,84.28,80.73,99.91,86.06,,61.8,20.28,44.95,,26.91,64.76,,,,99.99,,12.2,7.47,61.69,,
14548,63.96,82.42,99.99,83.58,99.28,88.77,97.28,74.77,79.65,59.57,94.06,87.12,23.33,13.89,0.2,49.48,2.95,37.62,,0.94,28.0,3.85,,,,,,,,
267306,64.34,56.27,74.92,75.19,94.85,79.8,45.82,46.23,60.29,54.18,79.04,56.09,89.89,27.88,45.42,13.83,13.59,30.55,0.82,5.3,,,0.0,,,,63.7,,,
186199,91.34,97.52,72.15,72.07,55.23,75.7,90.33,87.94,44.85,97.89,48.29,77.29,85.17,18.93,98.12,9.18,99.97,54.21,71.7,1.74,2.25,2.46,,,,,33.33,,,
53062,95.49,58.87,92.18,98.05,85.89,90.49,67.3,14.83,96.91,65.45,16.85,33.53,3.44,66.9,,43.46,5.49,,0.0,,89.19,,,,,,,,,
58084,77.87,96.31,88.72,93.32,69.09,47.83,61.88,88.02,79.78,79.77,67.63,13.93,94.07,19.08,99.97,3.22,79.62,0.15,,,,,,,,,,,,
83063,36.63,84.0,84.87,71.38,68.13,80.1,13.17,28.13,37.44,33.88,72.2,51.79,3.11,5.02,19.5,4.43,43.01,43.48,1.45,0.3,27.22,,,,,,,,,
7209,76.24,67.8,97.84,66.88,88.14,53.8,28.09,53.16,46.24,69.42,33.34,73.52,32.05,48.62,77.46,57.26,14.18,0.77,20.35,0.15,,0.7,,5.86,,,,,,
81812,51.49,34.49,38.86,36.12,12.12,46.01,9.64,31.53,11.26,33.34,37.62,28.0,0.0,23.46,,0.45,,,6.24,,,,0.0,,,,,,,
40953,88.1,62.52,99.43,98.23,99.94,89.15,42.2,99.81,92.67,74.38,98.95,78.47,73.9,38.04,33.65,17.29,7.8,97.05,0.15,0.17,,,0.35,,,,0.0,,,
374456,1.22,4.05,4.59,23.15,14.13,38.38,47.75,31.33,62.44,1.19,,62.16,3.09,,,,73.39,,0.35,6.62,0.0,55.88,0.77,,,7.99,,,,
29191,3.51,0.61,1.36,3.95,0.61,5.43,,0.33,0.41,0.19,,3.55,,,,,,,,,,,,,,0.7,,,,
50867,76.66,95.45,82.85,87.63,71.94,57.26,86.35,73.93,51.28,78.85,70.51,35.35,57.09,46.04,39.19,6.09,5.99,0.48,2.33,,2.05,,,,,,,,,
52352,22.41,75.3,97.3,78.49,96.34,73.2,5.72,47.21,44.05,59.51,45.78,74.99,54.11,37.34,58.45,45.01,,10.82,1.76,,41.98,,,,,,,,,
49825,86.67,65.08,60.82,96.69,91.41,72.73,99.99,98.95,66.44,87.1,64.48,79.07,100.0,3.9,,60.03,1.98,1.76,,,,1.04,1.57,,,,,0.15,,
64418,40.01,67.63,92.65,21.92,20.7,37.02,0.19,3.8,1.61,20.43,1.5,60.79,1.39,0.0,,7.49,99.75,0.19,7.45,0.19,,,,,,,,,,
79148,32.27,8.46,12.09,14.2,11.92,35.78,57.29,0.0,8.97,1.43,0.0,40.97,0.35,12.28,,0.59,0.89,1.74,,,,,,,,,,,,
50591,0.0,0.0,0.0,0.0,,,,,,,,,,,0.22,0.15,,,,,,,,,,,,,,
228929,98.9,80.03,85.25,80.6,98.53,68.3,99.91,83.65,55.48,92.96,99.84,10.24,9.92,47.87,79.91,9.6,37.11,33.28,10.33,,,,0.35,0.47,,,1.93,,,
64960,,,,,,,,,,,,,,,1.0,1.18,,,,,,,,,,,,,,
161024,59.05,84.03,75.65,69.07,52.52,44.24,98.0,73.94,42.43,84.54,52.45,99.1,68.02,0.65,98.76,16.0,0.19,6.87,,4.35,,,0.15,,,,0.16,,,
19268,49.72,45.74,63.72,63.29,78.16,40.44,24.33,24.78,55.08,41.12,85.32,32.56,2.57,98.42,0.72,9.0,40.0,7.45,0.0,,,,,,,,,,,
52333,17.83,38.62,4.26,59.38,34.31,51.05,4.2,28.55,26.42,21.24,8.37,,12.41,,21.59,1.58,0.0,,1.02,,,,,,,66.64,,,,
23777,18.4,7.1,13.04,11.39,11.91,14.42,25.27,3.06,10.51,10.23,6.61,3.93,0.39,1.72,0.4,0.15,20.77,3.66,,,,,,,,,,,,
63524,40.32,74.45,70.25,81.97,86.36,84.68,35.85,45.11,9.73,98.61,70.46,7.07,27.08,45.27,,8.79,,,1.39,,,,,,,,,,,
34028,33.49,57.07,26.26,86.1,78.34,75.93,27.58,83.88,21.92,21.84,22.84,32.97,20.87,12.62,3.54,15.39,0.45,1.91,4.55,0.0,,,,,,5.64,,,,
116306,96.88,53.6,28.88,59.83,52.42,46.99,2.13,56.03,31.63,48.52,1.97,76.21,1.56,0.65,0.0,,6.76,0.17,0.17,,,,,,,13.31,,,,
107125,54.74,99.99,99.37,93.24,61.04,88.21,43.15,34.22,29.57,90.84,26.71,78.05,32.42,0.0,,0.17,35.89,0.33,,1.35,,0.97,0.17,,,,1.29,,,
116812,61.68,56.75,72.68,30.34,19.42,30.14,26.33,25.95,16.15,24.51,0.0,27.0,16.69,18.16,3.59,9.66,2.02,0.0,6.47,0.17,,,,,,,40.98,,,
