SERV_ID,SCORE_1300,SCORE_1301,SCORE_1005,SCORE_1202,SCORE_1200,SCORE_1419,SCORE_1000,SCORE_1101,SCORE_1006,SCORE_1100,SCORE_1105,SCORE_1411,SCORE_1303,SCORE_1011,SCORE_1014,SCORE_1103,SCORE_1201,SCORE_1102,SCORE_1302,SCORE_1012,SCORE_1004,SCORE_1418,SCORE_1002,SCORE_1010,SCORE_1007,SCORE_1407,SCORE_1003,SCORE_1009,SCORE_1400,SCORE_1408
33409,21.64,0.82,10.03,24.37,27.02,57.83,0.0,0.19,5.9,11.47,,0.4,30.66,13.54,,0.15,,,,7.78,,1.39,,,,,,,,
39064,43.02,51.39,95.34,86.78,49.77,59.8,67.0,72.91,52.15,68.35,84.08,66.52,38.44,10.1,54.43,45.22,7.61,39.35,2.3,4.05,1.29,,,,,,,,,
25923,68.99,74.05,66.21,69.9,51.07,44.97,80.32,76.62,49.2,67.68,58.01,49.51,77.08,12.87,51.11,93.72,92.29,48.49,1.57,,,2.5,,,,,,,,
223339,97.42,93.94,95.47,99.22,85.83,69.05,12.47,99.99,81.35,99.98,99.29,61.53,99.99,22.86,99.46,26.42,99.54,15.6,68.41,,1.91,,,,,,1.51,,,
27336,66.39,96.66,95.2,86.5,75.69,70.44,2.01,14.87,40.23,79.24,51.62,64.63,5.33,72.09,2.48,12.24,,7.96,41.86,,0.65,,,,,,,,,
227888,37.58,43.47,49.54,61.27,29.95,58.58,90.94,46.88,1.98,37.69,12.81,69.64,,,82.03,,,,0.76,,,,,,,11.28,,,,
23329,94.5,85.29,51.66,58.66,54.87,44.64,42.75,100.0,48.08,75.11,77.16,35.42,8.12,5.76,31.44,15.45,3.74,3.48,,,0.0,,,,,,,,,
56889,18.53,38.92,49.77,66.34,50.49,37.95,19.98,63.94,33.87,73.47,22.57,16.8,29.45,3.74,,11.72,0.55,1.85,,,8.28,,1.09,11.06,,,,,,
375098,14.97,39.16,34.13,49.45,63.38,33.01,21.43,24.42,28.72,26.2,54.21,17.58,10.21,,4.13,,20.93,67.48,,,,,,,,6.07,,,,
25704,83.51,76.65,96.54,99.8,92.2,99.19,91.3,69.57,67.99,97.74,56.27,99.83,99.98,2.82,,0.16,0.39,3.39,50.95,0.45,,,,,,,,,,
123346,38.26,73.78,2.79,88.8,54.82,82.75,15.33,7.76,78.32,54.88,0.89,99.32,1.67,1.0,,,,,3.46,0.15,,0.7,,,,94.86,,,,
20510,11.22,9.12,16.77,67.38,36.91,53.45,39.95,58.58,72.79,27.4,3.03,55.85,8.69,1.68,48.61,,0.44,,,5.31,,,,,,9.57,,32.87,,
17503,85.36,72.25,92.23,81.69,97.87,75.54,89.77,56.15,69.93,83.65,86.71,38.28,52.28,14.17,10.5,18.44,39.75,0.19,10.08,,14.85,,1.28,,,,,,,
9803,74.11,38.77,95.78,87.14,98.9,80.94,3.96,5.89,73.08,57.74,8.77,48.27,22.33,59.82,0.4,34.23,1.33,,,,,,,0.65,,,,,,
19966,65.99,10.65,39.88,21.67,20.04,39.29,24.1,10.19,38.09,35.84,1.63,30.63,0.39,54.4,,7.5,0.7,0.41,,,,,3.83,,,,,,,
3820,7.56,44.19,23.22,27.14,26.29,13.13,9.21,36.61,4.2,22.53,62.08,,6.15,10.19,17.83,0.58,,,15.67,,,,,,,,,,,
48304,42.03,80.2,95.34,61.75,96.62,55.97,28.01,61.96,52.42,47.28,69.37,41.11,18.39,43.93,34.33,8.0,4.62,1.25,,8.46,8.86,,,0.0,,,,,,
38329,83.3,82.35,86.46,81.13,78.97,80.55,99.45,41.65,99.99,79.01,93.07,75.41,27.56,17.28,7.33,0.15,6.58,16.47,0.87,1.94,3.54,,,,,,,,,
24855,96.53,90.85,99.99,97.36,96.06,93.53,70.21,91.33,87.77,96.95,49.4,98.72,51.8,68.25,19.84,3.21,89.28,18.12,,,,,0.5,,,,,,,
77980,16.74,19.19,42.21,23.11,21.03,25.18,22.33,16.37,60.35,9.87,,33.98,10.13,1.39,,10.55,,,,7.59,,,,,,0.35,,,,
56814,0.19,0.41,0.0,0.0,,,,,,0.82,,,3.27,11.79,18.34,,,,,,,,,,,,,,,
51025,13.9,25.29,31.19,17.09,8.36,4.66,15.06,33.15,7.76,11.94,9.4,6.72,22.0,1.53,0.0,24.43,0.0,,,,,,,0.0,,,,,,
19898,14.48,47.55,54.1,33.67,27.29,49.08,19.66,46.46,33.92,32.76,41.76,73.52,86.18,46.97,68.38,34.59,5.28,0.15,,,,,2.87,,,,,,,
18181,12.44,10.73,26.77,20.72,11.38,24.24,5.71,5.65,26.43,7.04,2.26,2.33,6.37,2.88,,4.53,0.0,0.0,,,,,,,,,10.27,,,
415973,20.45,7.73,32.18,44.5,15.53,73.56,10.08,12.36,8.64,0.17,0.0,36.08,16.24,,,,,,,0.3,,,,,,1.77,,,,
19651,36.46,59.7,70.93,74.95,61.66,53.29,29.3,78.36,30.66,67.98,22.58,99.55,48.11,1.38,,14.92,0.0,,5.02,47.73,,0.59,0.17,,,66.01,,,,
34666,23.16,31.05,37.35,79.67,78.02,77.05,28.85,10.78,61.37,62.77,1.61,51.25,44.96,7.45,,0.15,10.36,,,,0.74,,,,,,,,,
19715,91.75,68.01,90.35,88.31,99.2,90.9,65.7,55.75,85.62,85.65,98.31,26.79,21.5,86.55,22.04,15.08,26.72,,30.81,0.45,,,,,,,1.11,,,
43701,99.99,65.01,99.17,93.29,96.93,98.27,96.03,94.36,90.92,69.26,30.45,81.44,90.43,16.99,18.31,37.35,33.12,2.28,29.29,3.65,2.77,,,,,,,,,
23320,77.06,42.63,73.85,90.4,88.57,62.24,86.52,84.21,35.54,79.13,15.49,66.42,70.8,76.07,51.87,13.02,2.67,,9.77,0.35,,,,0.47,,,,,,
180349,86.79,94.66,80.14,96.07,62.98,64.22,3.58,87.22,34.19,86.03,9.22,64.28,99.56,,19.51,,,1.19,4.21,,,,,,,10.77,,,,
70110,39.97,7.21,33.76,23.46,9.17,42.8,0.2,6.02,10.19,1.5,2.99,22.1,0.9,4.31,,0.15,6.21,0.0,,,,,,,,,,,,
3492,36.34,37.4,31.63,17.17,22.98,17.32,44.2,61.8,16.27,16.14,1.85,10.09,0.17,3.78,27.05,6.09,0.0,,,,,,,,,,,,,
46886,54.02,50.01,93.82,87.31,57.05,72.68,46.19,55.71,72.83,70.28,22.3,45.63,83.7,9.1,78.16,3.35,2.75,,4.8,,,,,,,,,,,
58148,25.91,58.03,33.71,77.66,50.72,64.29,25.59,20.34,44.04,60.48,17.63,26.6,23.58,7.91,7.88,4.14,4.18,1.47,,30.78,,,,,,,,,,
67381,46.82,23.48,31.07,35.06,19.51,10.18,32.48,2.16,5.32,26.06,3.63,23.57,45.97,4.32,0.59,0.17,0.0,0.0,,,,,,,,,,,,
59231,48.73,36.43,15.88,33.05,9.5,43.62,6.82,1.42,4.83,12.8,7.09,15.39,10.49,4.63,,16.9,,,2.87,,,,,,,9.98,,,,
62596,45.35,76.04,99.94,95.0,99.18,87.01,60.55,98.05,86.73,74.39,99.99,46.38,22.26,5.34,97.94,2.96,4.39,9.2,,13.63,18.81,,,,,,,,,
232598,95.74,97.27,83.5,96.89,91.94,86.41,79.36,81.04,66.05,89.13,93.94,99.95,64.72,,97.57,91.25,84.57,9.57,4.08,12.73,1.57,12.87,0.0,,,22.74,,,,
69643,50.83,59.21,61.07,81.74,50.02,57.14,45.26,70.72,53.78,80.28,72.26,86.27,39.54,42.59,1.94,12.13,0.91,69.84,,13.59,,,,0.99,,85.33,,,,
46959,63.69,64.92,40.45,93.16,76.48,94.0,14.22,37.21,46.29,32.89,13.53,45.44,5.81,7.66,64.97,2.03,1.7,15.98,,,44.69,,,,,,,,,
34276,47.4,95.15,58.13,90.0,65.47,87.14,67.01,48.9,48.09,79.51,5.16,31.89,88.09,50.44,,0.49,5.46,,,,,,3.0,,,,,,,
83537,30.3,4.86,16.1,22.74,24.55,30.02,25.28,5.41,6.65,11.93,39.3,28.19,2.39,,4.14,,8.43,,,,,,,,,25.18,,,,
119933,14.11,70.34,23.98,83.11,45.89,97.51,13.48,43.71,21.62,82.29,81.83,95.95,44.65,,34.66,,0.0,0.39,0.17,14.6,,,,,,66.83,,,,
44854,66.06,46.19,62.14,43.22,20.54,70.11,66.57,33.9,47.92,26.99,9.59,6.5,11.95,29.08,,0.15,0.33,,,8.72,0.81,,,,,,,,,
16324,5.08,27.91,31.85,13.12,25.12,14.94,40.17,5.56,29.66,25.24,3.13,18.77,6.58,1.38,0.44,3.03,0.15,3.66,2.3,,33.9,1.18,,,,,13.71,,,
42957,63.18,99.72,78.24,96.9,84.82,84.45,46.49,59.55,69.3,99.99,35.71,72.08,67.53,49.08,50.63,99.99,57.07,33.42,3.65,,17.43,,9.1,2.2,2.31,,26.2,,,
219067,55.39,21.38,5.53,87.37,35.76,75.04,27.36,57.46,7.75,25.2,24.6,87.44,92.43,,,,0.39,0.35,0.0,40.5,,,,,,0.0,,1.29,,
4371,81.13,69.12,98.28,49.76,82.95,75.93,91.34,62.56,92.98,28.24,34.72,55.72,17.41,17.35,,31.22,,15.98,,,8.94,,,,,,,,,
128257,24.61,22.38,80.14,52.1,18.02,53.05,43.57,22.95,38.03,25.83,2.78,24.84,27.7,3.78,28.07,12.13,4.86,,,,,6.9,0.17,,,,3.76,,,
40007,20.54,23.0,41.01,21.55,40.02,31.35,5.22,12.85,5.49,4.36,22.42,72.26,1.46,11.96,1.86,2.52,,0.0,,8.25,0.0,,0.0,,,,,,,
442825,14.2,13.65,17.5,57.75,54.11,59.26,2.92,26.99,24.93,28.49,7.48,50.16,5.02,,,,,,,,,47.8,,,,90.02,,,,
226450,63.14,58.36,32.68,39.13,53.7,34.94,24.2,76.88,37.68,50.31,29.84,24.31,5.63,12.84,5.5,29.52,10.14,,5.39,,,,,,,,0.53,,,
5176,7.32,3.52,85.47,8.1,3.5,2.8,12.93,5.07,3.91,1.09,4.51,4.4,0.2,1.62,49.57,3.57,0.0,0.7,,,,,,,,,,,,
3724,25.93,46.39,33.25,63.24,82.11,61.93,21.73,6.66,57.56,32.22,12.34,69.21,58.68,53.35,0.88,20.28,18.73,,,52.09,0.65,,0.0,6.53,,,,,,
32044,12.7,36.01,19.99,41.3,55.78,77.08,38.82,29.67,84.48,51.93,3.38,1.91,6.72,88.23,5.9,12.36,,,,0.3,,,,,,,,,,
54686,44.38,55.77,30.74,21.43,49.18,34.25,5.85,20.99,1.11,5.99,48.43,62.26,7.62,10.8,,0.16,0.45,,2.22,,,,,,,,,,,
399145,6.76,5.17,2.83,37.48,13.94,62.57,0.0,26.33,4.35,33.09,7.24,43.23,37.72,,0.37,,,,,,,,0.0,,,54.2,,,,
26424,11.87,33.48,22.68,20.83,41.7,12.57,15.72,27.64,1.81,15.42,5.13,19.14,60.82,1.61,,,,,2.09,,,,,,,13.81,,,,
336133,1.83,33.11,48.16,42.61,9.47,57.82,2.81,4.19,8.25,58.09,2.76,8.85,12.63,,,,,,,8.77,1.78,,,,,19.27,,,,
59187,38.22,3.03,10.46,13.66,2.02,0.0,0.0,1.99,0.56,29.2,,11.09,,,,,35.88,,,,,,,,,4.97,,,,
232552,97.34,58.83,61.91,95.72,54.02,58.11,99.68,95.31,51.08,91.46,36.03,81.38,93.63,41.53,87.73,3.59,0.77,7.31,1.23,0.44,,,,,,,3.15,,,
57968,46.98,95.82,56.2,32.06,36.53,71.17,72.19,9.28,91.93,49.76,2.93,20.62,17.31,2.21,1.49,7.78,3.63,15.27,0.16,,0.0,1.18,,,,,,,,
19063,12.53,15.44,19.0,20.38,5.86,22.95,0.0,30.3,1.48,30.49,24.11,1.47,0.7,0.7,1.74,60.07,,0.0,,,,,,,,,,,,
113933,99.92,82.44,88.15,88.42,98.91,84.45,85.47,84.08,80.53,79.28,65.34,99.96,41.42,83.31,53.37,8.97,97.06,0.61,95.52,0.72,,,,,,,0.17,,,
274026,82.41,64.78,90.34,69.28,68.2,60.94,67.18,32.69,85.89,45.81,39.91,55.19,81.91,53.9,10.54,10.31,13.0,22.14,4.38,9.02,58.09,1.0,86.75,,,,0.6,,,
72981,32.56,25.07,38.58,29.81,37.36,19.94,15.87,22.73,23.33,16.01,23.47,20.71,13.53,0.6,3.55,3.32,3.15,3.03,,,,0.65,,,,,,,,
31863,86.17,92.13,91.01,97.08,98.08,95.47,88.91,99.37,86.83,91.65,75.79,86.7,70.95,31.5,62.84,31.49,52.82,16.91,15.8,24.71,3.71,,0.94,,,,5.54,,,
81294,53.33,43.11,53.1,85.01,46.77,70.09,39.82,64.43,49.26,91.79,33.66,54.96,39.79,11.47,67.09,4.91,79.3,5.09,1.14,20.73,,,,,,,,,,
70000,68.64,38.75,44.86,7.47,18.45,40.35,0.35,1.53,0.82,0.17,0.0,,11.05,25.96,97.34,0.45,,,1.32,,0.15,,,,,,,,,
6038,27.28,4.58,29.87,13.54,2.9,19.87,3.11,,3.31,0.15,0.59,0.0,,5.56,,0.15,,,,,,,,,,,,,,
21742,2.05,4.32,3.55,4.17,1.59,2.41,,6.62,0.0,1.0,0.4,0.0,1.77,0.4,,0.17,,,,,,,,,,,,,,
14334,9.49,6.16,13.23,38.15,54.93,73.39,2.87,62.62,10.66,7.53,19.58,69.98,0.0,4.21,,10.4,0.45,,,,,,,,,,,,,
26640,74.13,67.41,90.69,95.87,58.97,94.32,71.98,79.71,24.55,68.08,1.3,88.54,70.58,3.13,,49.15,0.0,,1.92,50.87,0.87,,,23.38,,,,,,
23486,3.2,9.91,56.19,50.26,36.72,43.36,91.38,16.23,99.33,56.25,,51.29,53.84,13.27,,,3.66,0.0,,51.26,,,,,,14.95,,,,
95650,11.27,31.59,30.0,30.92,25.39,29.39,8.63,49.23,23.28,17.95,50.62,18.05,1.53,22.45,32.23,12.2,,,,,,,,,,,,,,
410063,20.4,33.04,22.21,51.67,31.51,72.28,0.75,91.63,19.96,17.53,7.0,27.1,42.22,,14.55,,0.26,,,26.59,,,,,,0.6,,,,
250927,51.19,16.32,66.16,84.53,36.74,47.55,56.5,92.82,77.63,62.72,3.78,52.92,76.52,30.23,3.53,18.31,0.0,73.41,,,3.32,0.33,,,,,1.92,,,
65618,32.88,42.12,35.42,50.86,42.56,68.26,0.0,4.72,6.66,21.16,16.45,63.79,0.35,26.78,0.19,0.15,,,,,,,,,,,,,,
122083,72.59,99.71,88.2,82.13,88.94,79.32,30.36,73.68,61.68,85.36,31.75,80.21,59.6,41.49,38.06,15.9,1.82,10.22,17.65,,37.67,13.58,,2.86,,,16.07,,,
129255,9.53,94.41,4.2,80.14,43.99,77.73,37.41,76.81,33.45,64.4,49.77,41.3,74.3,,3.59,,76.45,,,,,,,,,13.83,0.0,,,
69048,20.34,71.61,47.03,54.2,73.91,78.56,39.9,62.73,30.45,26.86,,97.6,57.58,28.6,,2.53,0.0,1.61,,,,,,,,,,,,
18365,43.15,71.24,99.98,60.34,64.01,67.73,24.89,26.44,72.74,38.33,34.7,35.84,6.45,8.64,6.37,32.87,15.07,0.0,,,0.3,,,,,,,,,
451206,34.87,80.15,76.13,84.58,69.83,90.95,92.89,30.56,37.45,78.11,80.77,74.4,69.96,,0.22,,,3.57,,67.77,,,,,,4.87,,,,
21843,41.4,83.26,98.61,93.63,99.26,97.23,50.7,89.36,69.23,82.3,72.79,99.11,40.72,29.57,98.14,57.31,8.86,4.51,1.85,8.75,0.17,,,15.67,,,,,,
238463,99.52,92.82,87.07,99.2,77.05,28.77,42.6,100.0,46.88,97.88,79.29,21.91,0.0,81.68,89.59,5.41,96.87,1.0,9.45,,,,,,,,3.75,,,
3065,37.76,26.24,30.07,42.78,43.33,23.97,26.58,24.02,35.01,53.33,25.79,32.11,7.04,17.12,29.04,3.15,2.55,0.0,0.3,8.84,,,,,,,,0.0,,
23614,99.77,70.14,79.31,97.21,89.9,73.34,54.99,95.4,99.99,83.32,7.32,99.76,92.98,74.27,5.0,45.78,0.0,0.85,,,37.1,,13.58,,,,,,,
38283,60.04,27.7,40.85,17.06,21.57,41.31,2.45,0.61,5.13,20.51,0.0,10.55,4.67,0.0,,4.45,40.61,0.53,2.92,,,,,,,,,,,
67773,75.9,85.6,78.96,94.42,79.52,88.83,77.61,20.75,82.1,78.85,27.04,72.58,65.23,63.33,41.69,3.03,99.99,8.3,30.78,,,,,60.99,,,,,,
143513,73.27,77.43,87.4,74.14,78.82,64.37,99.93,22.66,55.5,97.5,75.49,72.05,33.76,91.13,62.7,25.86,99.97,19.0,37.09,0.17,10.26,,,,,,24.66,,,
137548,19.51,20.13,2.73,79.82,18.24,46.79,58.63,22.31,18.05,14.73,0.18,82.49,43.5,0.87,0.0,,,,,,,1.62,1.47,,,85.41,,,,
9778,36.45,70.6,96.8,90.89,89.42,95.97,11.87,46.09,82.62,31.19,9.88,28.66,43.26,99.72,,11.15,0.8,5.33,,,2.26,0.97,1.84,,,,,,,
37159,91.93,72.86,65.3,97.35,87.09,93.34,33.11,95.8,72.31,79.7,68.86,75.78,99.48,0.7,0.4,55.9,16.07,0.6,,14.39,66.06,,2.1,,,,0.17,,,
89809,70.09,22.59,75.55,66.36,60.96,41.53,12.89,32.06,24.84,78.41,28.94,66.45,39.42,18.85,22.29,43.16,1.23,0.3,0.15,,,,,,,,,,,
6094,23.76,17.72,17.88,27.65,22.42,15.27,23.83,8.93,5.69,15.17,43.14,10.79,2.46,3.28,1.09,8.4,38.74,,0.0,33.84,0.0,0.59,,,,,,,,
291537,1.4,8.96,3.74,27.38,8.73,69.0,6.05,6.52,14.15,42.48,9.3,39.82,26.35,,,,18.39,,1.0,,,,,,,24.03,,,,
82582,52.78,51.8,49.16,52.62,78.4,99.16,2.99,24.89,58.96,11.55,2.68,0.2,,10.22,,7.46,1.63,1.18,,0.0,,8.71,,,,,,,,
33355,47.97,91.11,96.32,88.07,76.24,61.74,96.41,78.93,99.99,72.02,37.49,96.57,38.55,24.19,98.74,1.98,1.75,,39.95,,,7.76,,,,,,,,
238709,37.07,56.23,58.79,72.54,44.95,79.55,39.91,78.19,20.8,45.45,72.38,87.99,64.6,,2.65,9.14,,,,,,,,,,76.98,,,,
31628,85.92,74.45,93.66,94.29,80.98,79.81,83.21,67.74,99.55,75.3,48.71,78.39,5.99,96.5,91.19,37.72,25.5,0.6,1.91,13.81,11.51,,,,,,,,,
25886,81.08,48.05,71.84,93.7,92.88,91.18,38.12,75.2,80.47,89.06,77.29,72.19,33.96,42.86,39.73,25.66,1.25,,0.0,,,,,,2.79,,,,,
73295,81.94,91.83,95.45,85.86,88.14,89.37,98.21,62.02,71.76,57.48,49.5,88.93,66.44,60.85,13.53,46.99,4.23,4.83,6.61,2.6,,76.42,,,,,6.61,,,
37099,46.92,90.97,56.1,89.47,68.62,65.84,64.16,50.36,67.41,38.56,11.62,55.01,32.64,1.57,62.66,9.71,12.5,0.98,1.17,,,0.59,15.46,,,,,,,
115427,99.95,76.46,91.03,88.11,49.73,46.98,9.31,86.36,37.21,99.99,73.9,52.08,9.43,59.68,55.67,31.99,99.99,99.99,,,,14.92,,,,,0.15,,,
204555,1.03,98.44,15.25,82.01,23.91,85.86,0.0,1.02,18.41,,9.65,0.78,,,,,,,,22.69,,,0.0,,,0.35,,,,
143394,90.37,68.81,73.18,81.44,81.12,74.16,67.07,61.45,74.52,73.89,40.54,58.49,29.73,40.81,33.77,23.7,18.18,0.17,4.44,1.18,3.96,4.1,,,0.23,5.65,0.94,,,
136736,42.22,19.95,6.77,4.9,7.49,14.12,0.0,6.55,2.21,2.97,0.19,14.96,1.11,,,5.12,,,,0.33,,,,,,9.96,,,,
21861,0.8,8.46,2.84,7.79,3.03,7.45,0.0,0.53,1.99,24.91,0.0,,9.91,4.46,0.6,0.6,,,,,,,,,,,,,,
61724,15.24,19.25,4.86,46.1,45.59,87.51,,20.83,26.9,2.03,19.28,1.87,0.23,17.83,,1.05,,,,,,,,,,,,,,
76662,28.34,58.55,16.47,41.25,23.42,39.98,0.19,34.99,15.87,43.81,2.87,55.34,0.53,28.39,0.19,2.15,,49.35,,,3.42,,,,,,,,,
23886,35.61,23.55,4.44,19.33,13.19,31.81,9.43,9.38,1.61,21.14,17.63,0.35,7.37,23.6,,2.0,,,,,,,,,,,,,,
27144,23.19,14.89,21.39,19.23,15.61,20.71,12.34,10.5,34.54,23.62,1.87,49.2,2.12,1.52,,4.33,0.65,,,6.53,,,0.0,,,,,,,
19890,28.4,71.7,44.7,98.33,93.33,92.3,16.78,71.24,89.58,74.09,4.44,87.96,87.81,0.23,52.15,8.57,,,1.91,8.42,,,,,,,,,,
95324,44.46,22.18,84.75,84.51,60.62,87.74,19.1,48.6,51.81,94.84,7.46,87.48,21.97,96.02,,3.32,,,0.65,7.07,56.04,,,,,,,,,
110860,57.64,69.87,43.48,41.1,48.38,22.58,99.77,94.16,8.97,52.98,94.76,66.48,19.87,17.75,90.71,0.7,16.63,3.5,70.59,,,,,,,,0.0,,,
22532,10.74,27.69,66.22,67.08,69.15,68.4,82.19,20.53,18.39,4.0,3.85,44.85,15.5,36.34,,34.94,,,,,,,,,,,,,,
30558,35.63,47.21,63.51,49.05,56.29,71.97,18.24,18.66,29.19,21.58,60.19,9.35,,81.52,,2.77,,0.0,21.34,,,,,,,,,,,
17152,94.03,82.12,88.78,84.23,75.06,73.35,99.99,61.32,46.65,53.52,31.44,13.09,34.7,99.99,69.96,12.3,2.76,,,,59.74,,23.81,,1.25,,,,,
14595,90.57,53.99,60.72,61.7,65.68,63.42,58.12,23.85,66.16,55.72,26.34,30.23,5.59,26.95,6.44,3.33,3.73,,,,2.12,,0.33,,,,,,,
71427,52.02,2.37,6.91,0.18,25.78,4.58,0.68,0.92,,4.0,19.61,5.17,63.91,18.93,,23.88,,,,,,,,,,,,,,
36366,57.36,38.96,43.07,54.93,67.04,66.4,31.5,17.79,57.83,29.05,18.68,26.45,13.74,5.04,0.0,6.31,14.31,8.36,0.0,4.32,,,1.93,,,,,,,
45381,71.24,35.43,22.17,32.12,4.05,0.0,98.13,15.74,3.7,18.46,0.15,,0.55,0.0,,0.15,0.0,,0.35,,,,,,,,,,,
49529,7.09,13.22,1.1,29.03,6.12,36.97,0.82,60.04,5.06,6.13,,,24.06,4.22,,0.15,,,,,,,,,,,,,,
35076,89.02,92.63,47.01,88.3,78.01,71.03,10.8,66.05,85.15,89.63,93.11,99.56,28.12,2.15,67.02,10.84,0.0,1.99,,,,,,,,,,,,
28375,38.45,17.54,29.89,62.61,46.96,59.96,75.16,33.29,97.38,31.79,2.64,93.73,15.31,8.33,0.47,3.57,,32.39,0.0,,3.98,,,,,,,,,
90109,99.89,46.24,84.96,99.99,85.6,53.61,2.92,99.92,71.04,98.51,43.75,71.81,97.8,60.84,42.97,52.53,3.31,0.75,,45.94,,,,,,,,,,
78491,24.65,4.0,44.61,3.47,12.95,8.55,74.83,1.42,5.76,22.2,0.82,7.32,2.58,3.95,,2.63,,,,,,,0.59,,,,,,,
875,21.46,76.77,94.58,58.42,52.26,61.22,99.37,50.08,69.21,28.76,45.15,68.58,8.75,58.04,0.65,19.97,,19.16,29.64,,1.57,27.18,,,,,,,,
69985,0.0,5.65,7.1,3.85,14.15,,,17.32,0.82,7.5,15.75,,1.47,,,6.46,,,,,,,,,,,,,,
18918,50.29,73.59,93.69,92.19,94.31,96.7,4.2,37.5,94.42,79.75,64.02,28.82,33.28,3.68,33.67,50.7,,,,,,,,,,,,,,
17626,44.57,67.24,99.99,36.49,55.38,61.98,1.77,57.27,65.84,35.39,49.12,5.1,3.23,83.69,0.4,11.5,0.0,20.84,,,,3.55,,,,14.02,,,,
22825,44.78,34.34,45.12,61.39,45.78,39.41,8.75,39.3,32.67,41.33,11.94,3.32,6.08,11.49,41.29,22.77,,,45.35,,,,,,,,,,,
81227,22.73,37.48,30.87,29.59,70.14,67.49,2.05,35.65,8.03,23.32,14.13,43.2,5.85,13.86,,1.47,,,,,8.61,0.59,,,,,,,,
1197,28.1,17.57,42.58,54.7,42.9,50.23,14.42,38.43,46.88,26.37,16.25,14.22,49.01,2.7,9.37,12.29,27.34,,,1.22,,,,,,,,,,
99626,26.25,0.2,0.0,39.86,7.59,51.64,0.0,0.0,9.54,0.0,,,0.0,3.39,,82.29,,,,,,,,,,,,,,
37474,53.95,74.33,74.93,99.53,57.82,94.2,90.58,25.2,33.93,46.53,20.09,49.08,34.24,31.18,16.68,3.03,51.08,99.77,8.13,,,,,,,,40.84,,,
26327,3.77,43.57,25.4,58.26,53.95,79.94,0.0,43.25,21.49,9.97,,70.91,0.15,,,0.53,7.08,,0.0,0.33,9.59,,,,,4.1,,,,
460202,2.39,0.89,0.81,10.59,17.18,27.08,0.0,66.06,7.26,4.74,,11.96,,,,,,,,,,9.28,,,,11.64,,,,
66377,48.59,59.89,33.28,49.4,48.06,59.68,21.29,64.36,64.42,39.84,67.34,6.58,6.06,7.05,23.2,30.24,0.88,12.97,4.82,,,,,,,,,,,
11966,89.29,61.87,86.83,85.85,99.37,77.14,71.7,45.44,99.54,66.23,16.03,85.15,12.68,30.89,,20.74,27.74,0.0,10.27,,99.98,,,,60.04,,1.64,,,
65642,82.18,61.8,64.7,46.69,40.71,66.2,0.78,30.99,10.5,62.34,0.2,91.76,0.35,37.92,5.0,5.63,99.47,0.0,6.97,1.3,,,,25.44,,,,,,
30079,21.18,6.77,8.9,18.38,24.65,16.19,66.06,48.65,86.25,6.3,5.07,4.85,28.24,4.84,,3.21,,0.79,,,,,,,,,,,,
93405,50.63,22.27,26.98,62.22,54.91,51.8,14.42,36.93,80.33,41.98,3.51,20.29,,44.79,0.0,18.08,,,,,,,,,,,,,,
47044,34.55,78.4,77.82,82.7,93.39,90.64,12.43,11.32,71.9,16.61,99.6,50.94,0.8,2.29,,18.84,2.38,8.41,,,,,,,,,,,,
84731,3.6,36.2,40.14,91.1,34.03,75.64,4.78,63.58,43.64,21.75,3.85,61.99,48.99,0.4,5.02,,,,,1.04,,,,,,98.44,,,,
23364,54.38,28.81,36.69,73.15,59.37,71.66,41.92,75.47,49.59,34.41,58.88,66.8,15.32,20.2,4.5,33.37,4.44,92.56,,,,,,,,,3.39,,,
56217,6.09,11.51,10.02,28.0,9.93,17.57,1.29,10.5,7.74,10.83,6.28,5.53,1.18,0.15,7.57,1.6,,0.15,,,,,,,,,,,,
7149,72.16,25.67,9.21,22.06,9.13,16.45,6.32,24.3,31.58,19.05,8.78,1.04,0.65,1.22,,13.3,,,,,,,,,,,,,,
19912,48.79,98.96,97.52,99.33,82.11,83.78,27.82,99.98,82.71,99.79,11.38,91.84,6.91,5.76,45.51,40.72,0.35,3.9,0.7,0.39,3.33,,3.14,,,,,,,
31548,26.17,76.35,63.45,59.75,27.19,76.97,79.23,15.94,23.62,8.29,37.01,87.08,14.15,1.62,57.09,7.96,,,,,1.52,,,,,,,,,
142052,48.68,75.91,10.24,72.64,33.38,65.57,1.98,26.82,44.24,43.0,46.96,90.3,51.48,20.61,,,,0.0,,26.06,90.74,,0.0,,0.71,28.63,,,,
198387,53.18,96.08,95.05,97.22,93.62,91.38,88.33,99.92,72.41,81.72,52.58,98.65,99.68,,80.06,52.94,38.92,3.76,99.82,,,,,,,12.71,,,,
132732,44.97,47.12,80.0,55.91,52.31,73.74,24.92,51.69,98.21,40.09,92.32,34.9,29.67,3.48,52.31,15.19,18.93,62.33,,,,2.56,,,,,31.8,,,
82403,71.55,26.3,27.47,36.21,69.91,36.11,7.59,23.22,14.73,20.53,1.4,79.11,17.18,18.51,,10.48,,0.0,,3.06,14.11,,,,,,,58.13,,
30549,64.98,99.99,93.08,68.54,71.21,60.34,15.38,57.58,50.03,43.57,9.09,99.59,24.4,55.0,9.94,32.64,,6.22,0.15,,,99.99,,,,,,,,
